@relation supermarket
@attribute 'department1' { t}
@attribute 'department2' { t}
@attribute 'department3' { t}
@attribute 'department4' { t}
@attribute 'department5' { t}
@attribute 'department6' { t}
@attribute 'department7' { t}
@attribute 'department8' { t}
@attribute 'department9' { t}
@attribute 'grocery misc' { t}
@attribute 'department11' { t}
@attribute 'baby_needs' { t}
@attribute 'bread_and_cake' { t}
@attribute 'baking_needs' { t}
@attribute 'coupons' { t}
@attribute 'juice-sat-cord-ms' { t}
@attribute 'tea' { t}
@attribute 'biscuits' { t}
@attribute 'canned_fish-meat' { t}
@attribute 'canned_fruit' { t}
@attribute 'canned_vegetables' { t}
@attribute 'breakfast_food' { t}
@attribute 'cigs-tobacco_pkts' { t}
@attribute 'cigarette_cartons' { t}
@attribute 'cleaners-polishers' { t}
@attribute 'coffee' { t}
@attribute 'sauces-gravy-pkle' { t}
@attribute 'confectionary' { t}
@attribute 'puddings-deserts' { t}
@attribute 'dishcloths-scour' { t}
@attribute 'deod-disinfectant' { t}
@attribute 'frozen_foods' { t}
@attribute 'razor_blades' { t}
@attribute 'fuels-garden aids' { t}
@attribute 'spices' { t}
@attribute 'jams-spreads' { t}
@attribute 'insecticides' { t}
@attribute 'pet_foods' { t}
@attribute 'laundry_needs' { t}
@attribute 'party_snack_foods' { t}
@attribute 'tissues-paper_prd' { t}
@attribute 'wrapping' { t}
@attribute 'dried_vegetables' { t}
@attribute 'pkt-canned_soup' { t}
@attribute 'soft_drinks' { t}
@attribute 'health_food_other' { t}
@attribute 'beverages_hot' { t}
@attribute 'health&beauty_misc' { t}
@attribute 'deodorants-soap' { t}
@attribute 'mens_toiletries' { t}
@attribute 'medicines' { t}
@attribute 'haircare' { t}
@attribute 'dental_needs' { t}
@attribute 'lotions-creams' { t}
@attribute 'sanitary_pads' { t}
@attribute 'cough-cold-pain' { t}
@attribute 'department57' { t}
@attribute 'meat_misc' { t}
@attribute 'cheese' { t}
@attribute 'chickens' { t}
@attribute 'milk-cream' { t}
@attribute 'cold-meats' { t}
@attribute 'deli_gourmet' { t}
@attribute 'margarine' { t}
@attribute 'salads' { t}
@attribute 'small_goods' { t}
@attribute 'dairy_foods' { t}
@attribute 'fruit_drinks' { t}
@attribute 'delicatessen_misc' { t}
@attribute 'department70' { t}
@attribute 'beef' { t}
@attribute 'hogget' { t}
@attribute 'lamb' { t}
@attribute 'pet_food' { t}
@attribute 'pork' { t}
@attribute 'poultry' { t}
@attribute 'veal' { t}
@attribute 'gourmet_meat' { t}
@attribute 'department79' { t}
@attribute 'department80' { t}
@attribute 'department81' { t}
@attribute 'produce_misc' { t}
@attribute 'fruit' { t}
@attribute 'plants' { t}
@attribute 'potatoes' { t}
@attribute 'vegetables' { t}
